목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부,대분류,목록키_str,활용신청_URL,시나리오,dl
15063711,FILE,한국언론진흥재단_뉴스빅데이터_메타데이터_미세먼지,한국언론진흥재단_뉴스빅데이터_메타데이터_미세먼지_19971231,문화관광 - 문화체육관광일반,B552648,한국언론진흥재단,뉴스빅데이터팀,`0220017572,신문등의진흥에관한법률 제31조(한국언론진흥재단의 직무),-,수시,-,텍스트,196,csv,"대기오염,뉴스,빅카인즈,환경 정책,환경 규제",48546,2020-08-25,2025-09-25,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 한국언론진흥재단이 운영하는 뉴스데이터베이스 BIGKinds를 기반으로 수집·분석된 미세먼지 관련 뉴스 메타정보 자료입니다. 미세먼지는 대기오염의 대표적 원인으로, 호흡기와 심혈관계 질환 등 국민 건강에 심각한 영향을 미치며, 사회·경제적 비용을 증가시키는 주요 환경 문제로 꼽힙니다. 본 자료는 국내 주요 신문과 방송 보도에서 미세먼지와 관련된 기사들을 분석해 주요 키워드와 빈도를 도출하고, 시기별 보도 경향과 사회적 인식 변화를 파악할 수 있도록 구성되었습니다. 이를 통해 미세먼지 발생 원인, 정부의 환경 정책, 국제 협력 방안, 건강 관리 대책, 기후 변화와의 연관성 등 다양한 이슈가 언론 보도에서 어떻게 다뤄졌는지를 객관적으로 확인할 수 있습니다. 또한 학술 연구, 정책 분석, 환경 교육, 언론 연구에 활용 가능한 기초 자료로, 대기 환경 개선과 지속 가능한 발전을 위한 사회적 합의를 이끌어내는 데 기여할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,43021,https://www.data.go.kr/data/15063711/fileData.do,N,N,문화관광,15063711,https://www.data.go.kr/data/15063711/fileData.do,시나리오2_환경취약계층_대기오염,48546
15089266,FILE,서울특별시_시간별 (초)미세먼지,서울특별시_시간별 (초)미세먼지_20241231,환경기상 - 대기,6110000,서울특별시,데이터전략과,`0221334273,-,-,수시,-,텍스트,1,csv,"미세먼지,대기질,초미세먼지,환경오염,날씨",23121,2021-09-22,2025-09-02,"본 측정자료는 확정 전 실시간 자료입니다. 참고용으로만 활용 가능하며, 행정 목적으로는 사용할 수 없습니다.",기관자체에서 다운로드(제공데이터URL기재),"서울특별시 대기질 자료(초미세먼지, 미세먼지) 입니다.<br/>2008년 1월부터 2024년 12월 31일까지의 자료로 자치구별 시간 평균 자료(서울시 평균 자료 포함)입니다.<br/>본 측정자료는 확정 전 실시간 자료입니다. 참고용으로만 활용 가능하며, 행정 목적으로는 사용할 수 없습니다.<br/><br/>자료 문의 : 대기정책과 02-2133-3665<br/><br/>이 데이터는 서울시의 대기질 현황을 파악하기 위해 제공되는 시간 단위의 미세먼지(PM-10)와 초미세먼지(PM-2.5) 측정 자료입니다. 자치구별 측정값과 서울시 전체 평균값이 함께 제공되어 지역별 오염도 차이를 확인할 수 있으며, 장기간의 누적 데이터를 통해 계절별·연도별 변화를 분석하는 데 유용합니다. 해당 자료는 실시간 측정치를 기반으로 제공되지만 최종 확정 전 단계의 데이터이므로 참고용으로 활용하는 것이 적절합니다. 연구기관, 정책 담당자, 일반 시민 모두가 활용할 수 있으며, 대기질 개선 정책 수립, 환경 변화 모니터링, 건강 영향 연구 등 다양한 분야에 기초 자료로 쓰일 수 있는 중요한 공공 데이터입니다.",자료 문의 : 대기정책과 02-2133-3665,-,-,무료,건 ,공공저작물 : 출처표시 (제 1유형),-,-,-,87149,https://www.data.go.kr/data/15089266/fileData.do,N,N,환경기상,15089266,https://www.data.go.kr/data/15089266/fileData.do,시나리오2_환경취약계층_대기오염,23121
15115815,FILE,부산광역시_재난문자 발송 현황,부산광역시_재난문자 발송 현황_20230630,재난안전 - 안전관리,6260000,부산광역시,재난상황관리과,`0518883075,-,-,수시,-,텍스트,6603,CSV,"재난문자,재난안전문자,재난안내문자,재난문자방송,재난안전문자방송,긴급재난문자",10189,2023-06-30,2025-08-07,-,공공데이터포털에서 다운로드(원문파일등록),"부산광역시 재난문자 발송 현황(2020.01.01~2023.05.31.)에 대한 데이터로 일자, 재난유형, 대상지역, 송출내용, 전송시간을 제공합니다.<br/>재난문자(CBS)는 일반적으로 사용하는 SMS(Short Messaging Service) 시스템이 아닌 CBS(Cell Brodcasting Service) 시스템을 통해 재난 문자가 발송됩니다. CBS는 SMS처럼 휴대전화번호 데이터베이스를 구축하지 않아도 되고, 인원제한이나 송출 비용이 들지 않는다는 장점을 가지고 있습니다. 이동통신사 기지국에서 통해 발송 되는것이며, 행정안전부와 통신3사와 업무협약을 통해 송출비용이 무상 제공 하고 있습니다. <br/>송출기준은 예보가 발령된 경우, 재난 발생 및 재난 발생 우려로 대국민 홍보가 필요한 경우, 공습경보, 경계경보, 화생방경보, 경보해제(민방위경보통제센터), 기관별 주관하는 재난의 국가위기경보를 발령한 경우, 초미세먼지 비상저감조치가 2개 시도 이상에 발령된 경우(환경부) 등으로 구분됩니다. <br/>송출문안은 기관명, 재난발생상황(일시, 지역, 재난유형 등), 행동요령(안전 유의, 협조, 대피 등)을 포함하여 국민이 할 일을 알기 쉽게 안내합니다.<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3710,https://www.data.go.kr/data/15115815/fileData.do,N,N,재난안전,15115815,https://www.data.go.kr/data/15115815/fileData.do,시나리오2_환경취약계층_대기오염,10189
15083249,FILE,대구광역시_대기질 항목별 시간평균자료,대구광역시_대기질 항목별 시간평균자료_20221231,환경기상 - 대기,6270000,대구광역시,보건환경연구원 대기환경연구부,`0537601329,행정업무,-,수시,-,텍스트,1,csv,"대기질,초미세먼지,미세먼지,시간평균,오존",9255,2017-04-24,2025-05-13,-,공공데이터포털에서 다운로드(원문파일등록),"대구광역시 전역의 대기환경을 정밀하게 분석하기 위해 2018년부터 2022년까지 5년간 수집된 주요 대기오염물질의 항목별 시간평균 측정값을 제공합니다. 포함된 항목은 미세먼지(PM10), 초미세먼지(PM2.5), 오존(O₃), 이산화질소(NO₂), 일산화탄소(CO), 아황산가스(SO₂)로, 각 항목의 농도는 시간 단위로 측정되어 고해상도의 시계열 데이터를 구성하고 있습니다. 본 자료는 특정 시점의 대기질 변화를 상세히 분석하고, 하루 중 오염도 변동 패턴을 파악할 수 있는 기반을 마련해 줍니다. 또한, 장기적인 대기오염 추세 분석, 계절별·시간대별 농도 차이 비교, 환경 보건 영향 연구, 대기질 예측 모델 개발 등 다양한 용도로 활용될 수 있습니다.","대기질 자료의 유효자릿수 변경으로 인해 1회성 데이터로 업로드 되었으며, 대구광역시 대기질에 관한 자료는 실시간대기정보시스템 홈페이지에서 자유롭게 조회 가능합니다.",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7538,https://www.data.go.kr/data/15083249/fileData.do,N,N,환경기상,15083249,https://www.data.go.kr/data/15083249/fileData.do,시나리오2_환경취약계층_대기오염,9255
15072364,FILE,서울특별시_미세먼지 경보 현황,서울특별시_미세먼지 경보 현황_20241002,환경기상 - 대기,6110000,서울특별시,데이터전략과,`0221334279,-,-,수시,-,텍스트,1,csv,"대기,기후,미세먼지 경보,농도,예보",6737,2020-10-29,2025-11-15,-,기관자체에서 다운로드(제공데이터URL기재),"★ 해당 서비스는 경보가 있을 시에만 데이터 제공 ★<br/>미세먼지 경보(주의보, 경보)는 미세먼지 농도가 일정기준 이상으로 상승하여 건강에 해를 줄 염려가 있을 때 발령됩니다.<br/>※ 미세먼지 경보의 내용 및 기준<br/>· 주의보 : 서울전역 시간당 평균 농도가 150㎍/㎥ 이상 2시간 이상 지속<br/>· 경보 : 서울전역 시간당 평균 농도가 300㎍/㎥ 이상 2시간 이상 지속<br/><br/>*원본시스템 : 기후대기환경정보 서비스<br/>※ 제공부서 : 서울특별시 기후환경본부 대기정책과(02-2133-3665)입니다.<br/>※ 바로가기 클릭 시 서울특별시 열린데이터광장 개방 데이터로 이동합니다.<br/>",-,-,-,무료,건 ,공공저작물 : 출처표시 (제 1유형),-,-,-,40415,https://www.data.go.kr/data/15072364/fileData.do,N,N,환경기상,15072364,https://www.data.go.kr/data/15072364/fileData.do,시나리오2_환경취약계층_대기오염,6737
3081364,FILE,전북특별자치도_대기오염측정망 운영결과,전북특별자치도_대기오염측정망 운영결과_20210930,환경기상 - 대기,6540000,전북특별자치도,디지털산업과,`0632803958,-,-,수시,-,텍스트,383,csv,"대기오염,대기질,환경오염,대기층정망,미세먼지농도,오존농도,환경모니터링,대기환경보",5458,2018-03-20,2025-08-20,-,공공데이터포털에서 다운로드(원문파일등록),"전북특별자치도 내 각 시군에 설치된 대기오염측정망의 월별 운영 결과 데이터입니다. 이 자료는 전주시, 군산시 등 도내 주요 지역에 위치한 각 측정소별로 미세먼지(PM10, PM2.5), 오존(O₃), 이산화질소(NO₂) 등 주요 대기오염물질의 월평균 농도를 상세히 보여줍니다. 이 데이터는 지역별 대기질의 시간적 변화와 공간적 분포를 과학적으로 분석하는 데 필수적인 정보입니다. 환경 정책 담당 기관에서는 이를 바탕으로 계절별 대기오염 패턴을 파악하고, 고농도 미세먼지 발생 시 비상저감조치를 발령하는 등 도민의 건강을 보호하기 위한 실효성 있는 대책을 수립하는 데 중요한 근거 자료로 활용합니다.",PM2_5는 PM2.5를 의미합니다 / 공란은 미확인 데이터,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5295,https://www.data.go.kr/data/3081364/fileData.do,N,N,환경기상,3081364,https://www.data.go.kr/data/3081364/fileData.do,시나리오2_환경취약계층_대기오염,5458
15097055,FILE,서울특별시 서대문구_상권별업종별 이용률-미세먼지-유동인구 분석 기초자료-하반기,서울특별시 서대문구_상권별업종별 이용률-미세먼지-유동인구 분석 기초자료-하반기_20201230,환경기상 - 환경일반,3120000,서울특별시 서대문구,스마트정보과,`023308732,-,-,수시,-,텍스트,1,csv,"강수량,업종별,미세먼지,기온,습도",4622,2021-12-23,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"서대문구 전체 업종별 이용률 - 미세먼지 - 유동인구 분석 기초자료  데이터로 날짜별 상권별, 업종별, 날짜별, 시간별, 매출건수와 매출금액, 유동인구, 미세먼지, 초미세먼지 데이터 항목을 제공합니다<br/><데이터 단위><br/>- 기온 : 기온 측정치 부동소수점 (단위 = °C )<br/>- 습도 : 습도 측정치 부동소수점 (단위 = % )<br/>- 강수량 : 강수량 측정치 부동소수점 (단위 = mm )<br/>- 풍향 : 풍향 측정치 부동소수점 (단위 = m/s )<br/>- 풍속 : 풍속 측정치 부동소수점 (단위 = ° )<br/>- 유동인구 : 유동인구 산출값 부동소수점 (단위 = 명 )<br/>- 미세먼지 : 미세먼지 측정치 부동소수점 (단위 = ㎍/㎥ )<br/>- 초미세먼지 : 초미세먼지 측정치 부동소수점 (단위 = ㎍/㎥ )<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3014,https://www.data.go.kr/data/15097055/fileData.do,N,N,환경기상,15097055,https://www.data.go.kr/data/15097055/fileData.do,시나리오2_환경취약계층_대기오염,4622
15044957,FILE,행정안전부_자원환경_대기오염물질배출시설설치사업장,행정안전부_자원환경_대기오염물질배출시설설치사업장_20251127,환경기상 - 대기,1741000,행정안전부,지역디지털협력과,`0442052772,-,지자체 인허가 데이터 활용,수시,-,텍스트,131992,csv,"대기오염,오염물질배출,대기오염배출시설,대기오염배출시설설치,대기오염물",4428,2019-10-31,2026-02-10,-,기관자체에서 다운로드(제공데이터URL기재),"자원환경_대기오염물질배출시설설치사업장 데이터는 대기중에 존재하는 물질중 대기오염의 원인이 되는 배출시설을 설치한 업소정보 데이터로 인허가일자, 영업상태, 사업장명, 소재지주소 등의 데이터를 제공합니다.<br/>- 공공데이터 제공 표준 기준, 전국 지방자치단체에서 관리하는 대기오염물질배출시설설치사업장 인허가 정보를 일괄 취합하여 전국 데이터로 제공<br/>- 자료는 동일한 서식과 용어로 정리하여 인허가 현황을 일관되게 안내<br/>- 해당 데이터에 대한 추가적인 자료 요청시 지자체 및 소관기관 담당자에게 문의<br/>- 해당 데이터 법령 소관기관 및 문의처 : 기후에너지환경부 대기관리과 / 044-201-6905<br/> * 좌표계 : 보정계수 안들어간 Bessel 중부원점TM(EPSG:5174)",해당 데이터는 매일 갱신되는 데이터로 2일전 기준으로 현행화 됩니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,18041,https://www.data.go.kr/data/15044957/fileData.do,Y,N,환경기상,15044957,https://www.data.go.kr/data/15044957/fileData.do,시나리오2_환경취약계층_대기오염,4428
15097163,FILE,서울특별시 서대문구_상권별업종별 이용률-기상현황 분석 기초자료(강수없음),서울특별시 서대문구_상권별업종별 이용률-기상현황 분석 기초자료(강수없음)_20210213,환경기상 - 환경일반,3120000,서울특별시 서대문구,스마트정보과,`023308732,-,-,수시,-,텍스트,1,csv,"상권별,업종별,강수량,기온,습도",4094,2021-12-24,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"서대문구 전체 상권별, 업종별 이용률 - 기상현황 분석 기초자료(강수없음)  데이터로 날짜별 상권별, 업종별 날짜별, 시간별, 매출금액, 기온, 습도, 강수량, 풍향, 풍속 데이터 항목을 제공합니다<br/><데이터 단위><br/>- 기온 : 기온 측정치 부동소수점 (단위 = °C )<br/>- 습도 : 습도 측정치 부동소수점 (단위 = % )<br/>- 강수량 : 강수량 측정치 부동소수점 (단위 = mm )<br/>- 풍향 : 풍향 측정치 부동소수점 (단위 = m/s )<br/>- 풍속 : 풍속 측정치 부동소수점 (단위 = ° )<br/>- 유동인구 : 유동인구 산출값 부동소수점 (단위 = 명 )<br/>- 미세먼지 : 미세먼지 측정치 부동소수점 (단위 = ㎍/㎥ )<br/>- 초미세먼지 : 초미세먼지 측정치 부동소수점 (단위 = ㎍/㎥ )<br/>- 기간 : 2021.1.1.~2. 13.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,1682,https://www.data.go.kr/data/15097163/fileData.do,N,N,환경기상,15097163,https://www.data.go.kr/data/15097163/fileData.do,시나리오2_환경취약계층_대기오염,4094
15097043,FILE,서울특별시 서대문구_상권별업종별 이용률-기상현황-유동인구분석 기초자료(강수없음),서울특별시 서대문구_상권별업종별 이용률-기상현황-유동인구분석 기초자료(강수없음)_20210213,환경기상 - 환경일반,3120000,서울특별시 서대문구,스마트정보과,`023308732,-,-,수시,-,텍스트,1,csv,"풍향,업종별,기온,습도,강수량",4073,2021-12-23,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"서대문구 전체 업종별 이용률 - 기상현황 - 유동인구 분석 기초자료 - 강수없음 자료 데이터로 날짜별 상권별, 업종별 기온, 습도, 강수량, 풍향, 풍속, 유동인구에 따른 데이터 항목을 제공합니다.<br/><데이터 단위><br/>- 기온 : 기온 측정치 부동소수점 (단위 = °C )<br/>- 습도 : 습도 측정치 부동소수점 (단위 = % )<br/>- 강수량 : 강수량 측정치 부동소수점 (단위 = mm )<br/>- 풍향 : 풍향 측정치 부동소수점 (단위 = m/s )<br/>- 풍속 : 풍속 측정치 부동소수점 (단위 = ° )<br/>- 유동인구 : 유동인구 산출값 부동소수점 (단위 = 명 )<br/>- 미세먼지 : 미세먼지 측정치 부동소수점 (단위 = ㎍/㎥ )<br/>- 초미세먼지 : 초미세먼지 측정치 부동소수점 (단위 = ㎍/㎥ )<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,1418,https://www.data.go.kr/data/15097043/fileData.do,N,N,환경기상,15097043,https://www.data.go.kr/data/15097043/fileData.do,시나리오2_환경취약계층_대기오염,4073
15051059,FILE,건강보험심사평가원_전국 병의원 및 약국 현황,건강보험심사평가원_전국 병의원 및 약국 현황_20251231,보건의료 - 건강보험,B551182,건강보험심사평가원,빅데이터실,`0337391008,국민건강보험법,-,수시,-,텍스트,12,xlsx,"요양기관,병원,약국,의료시설,보건의료자원",58398,2021-01-18,2026-01-12,-,기관자체에서 다운로드(제공데이터URL기재),"요양기관 기본정보, 세부정보, 시설정보, 의료장비정보 등 요양기관별 상세 현황 정보입니다.<br/>위 자료는 건강보험심사평가원의 병원정보서비스 Open API, 약국정보서비스 Open API, 의료기관별상세정보서비스 Open API의 데이터셋을 추출한 자료입니다.<br/>해당 자료는 Open API를 기반으로 실시간 조회되는 자료를 분기별 및 연말에 조회하여 등록하는 자료이므로, 등록된 목록 이외의 과거시점 기준 자료는 제공하지 않습니다.<br/>※ 해당 자료는 분기별로 산출하고 있으나, 업무상 추출일자에 따라 월말 기준 데이터와 집계상 차이가 있습니다.(예) 3.31일자로 추출한 데이터와 4.1일자로 추출한 데이터는 차이가 발생할 수 있습니다.)<br/>※ 연도말 기준 집계 자료는 공공데이터 포털에 등록된 건강보험심사평가원의 ""요양기관 개설 현황"" 파일데이터를 이용하여 주시기 바랍니다.",해당 자료는 오픈API 서비스의 데이터셋을 추출한 자료로 월말 기준 데이터와 집계상 차이가 있으니 수치를 비교하지 말 것. 시트상 ?표기는 홈페이지 링크용 구분자 / 공란은 해당사항 없음을 의미,-,-,무료,건 ,공공저작물 : 출처표시 (제 1유형),-,-,-,176954,https://www.data.go.kr/data/15051059/fileData.do,Y,N,보건의료,15051059,https://www.data.go.kr/data/15051059/fileData.do,시나리오3_스마트교통_대중교통위치,58398
15095905,FILE,인천광역시_도로 주변 조도,인천광역시_도로 주변 조도_20211130,교통물류 - 도로,6280000,인천광역시,AI혁신과,`0324402105,-,-,수시,-,텍스트,61867466,CSV,"도로,조도,IOT,도시환경,야간",43485,2021-12-10,2025-12-02,-,공공데이터포털에서 다운로드(원문파일등록),"인천광역시가 제공하는 도로 주변 조도 공공데이터는 택시에 장착된 IoT 디바이스를 통해 실시간으로 수집된 도로 환경의 밝기 정보를 체계적으로 기록한 자료입니다. 이 데이터는 교통 안전, 도시 환경 관리, 에너지 효율 정책 수립 등에 활용됩니다. 주요 항목은 센서명으로 수집 장치를 구분하고, 시간을 통해 측정 시점을 기록합니다. 위도·경도·지오해시는 위치 정보를 정밀하게 제공하며, 시·군구·법정동 단위로 행정구역별 분류가 가능합니다. 핵심 지표인 조도(밝기)는 도로 주변의 실제 광량을 나타내어, 야간 교통 안전 확보, 가로등 설치·운영 효율성 평가, 도시 환경 분석 등에 활용됩니다.<br/>항목 : 센서명 / 시간 / 위도 / 경도 / 지오해시 / 시 / 군구 / 법정동 / 조도(Lux)","대용량 데이터이기 때문에 엑셀로는 일부 데이터만 확인할 수 있습니다. 별도의 분석용 도구(R, SPSS, Python 등)를 활용하시기 바랍니다.",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5468,https://www.data.go.kr/data/15095905/fileData.do,N,N,교통물류,15095905,https://www.data.go.kr/data/15095905/fileData.do,시나리오3_스마트교통_대중교통위치,43485
15095908,FILE,인천광역시_도로 주변 습도,인천광역시_도로 주변 습도_20211130,교통물류 - 도로,6280000,인천광역시,AI혁신과,`0324402105,-,-,수시,-,텍스트,45591419,CSV,"도로,습도,IOT,환경,기후",39822,2021-12-10,2025-12-02,-,공공데이터포털에서 다운로드(원문파일등록),"인천광역시가 제공하는 도로 주변 습도 공공데이터는 택시에 장착된 IoT 디바이스를 통해 실시간으로 수집된 환경 정보를 체계적으로 기록한 자료입니다. 이 데이터는 도시 내 도로 환경의 기후 특성을 파악하고, 교통·환경·안전 정책 수립에 활용됩니다. 주요 항목은 센서명으로 수집 장치를 구분하고, 시간을 통해 측정 시점을 기록합니다. 위도·경도·지오해시는 위치 정보를 정밀하게 제공하며, 시·군구·법정동 단위로 행정구역별 분류가 가능합니다.<br/>항목 : 센서명 / 시간 / 위도 / 경도 / 지오해시 / 시 / 군구 / 법정동 / 습도(%)","대용량 데이터이기 때문에 엑셀로는 일부 데이터만 확인할 수 있습니다. 별도의 분석용 도구(R, Python, SPSS 등)를 활용하시기 바랍니다.",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7834,https://www.data.go.kr/data/15095908/fileData.do,N,N,교통물류,15095908,https://www.data.go.kr/data/15095908/fileData.do,시나리오3_스마트교통_대중교통위치,39822
15095907,FILE,인천광역시_도로 주변 온도,인천광역시_도로 주변 온도_20211130,교통물류 - 도로,6280000,인천광역시,AI혁신과,`0324402105,-,-,수시,-,텍스트,69298256,CSV,"도로,온도,IOT,기후,환경",38608,2021-12-10,2025-12-02,-,공공데이터포털에서 다운로드(원문파일등록),"인천광역시가 제공하는 도로 주변 온도 공공데이터는 택시에 장착된 IoT 디바이스를 통해 실시간으로 수집된 기온 정보를 체계적으로 기록한 자료입니다.<br/>주요 항목은 센서명으로 데이터 수집 장치를 구분하고, 시간을 통해 측정 시점을 기록합니다. 또한 위도·경도·지오해시를 통해 위치를 정밀하게 표시하며, 시·군구·법정동 단위로 행정구역별 분류가 가능합니다. 핵심 지표인 온도(섭씨)는 도로 주변의 실제 기온을 제공하여, 폭염 대응, 도로 안전 관리, 도시 열섬 현상 분석 등에 활용됩니다.<br/>항목 : 센서명 / 시간 / 위도 / 경도 / 지오해시 / 시 / 군구 / 법정동 / 온도(섭씨)","대용량 데이터이기 때문에 엑셀로는 일부 데이터만 확인할 수 있습니다. 별도의 분석용 도구(R, Python, SPSS 등)를 활용하시기 바랍니다.",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4832,https://www.data.go.kr/data/15095907/fileData.do,N,N,교통물류,15095907,https://www.data.go.kr/data/15095907/fileData.do,시나리오3_스마트교통_대중교통위치,38608
15050367,FILE,한국농수산식품유통공사_주요 농산물 유통비용율,한국농수산식품유통공사_주요 농산물 유통비용율_20191231,농축수산 - 임업·산촌,B552845,한국농수산식품유통공사,ICT기반부,`0619311398,-,https://www.kamis.or.kr/customer/circulation/domestic/cost.do,수시,-,텍스트,282,csv,"농수축산물,가격,알뜰,카미스,유통정보,농산물",15265,2020-09-24,2025-09-08,-,공공데이터포털에서 다운로드(원문파일등록),"농산물유통정보(https://www.kamis.or.kr/)에서 제공하는 연도별 농산물 유통실태 및 비용에 대한 정보(농식품 분류 및 품목별 직접비, 간접비, 이윤)를 제공합니다<br/><br/>*KAMIS:<br/>KAMIS(농산물유통정보시스템)는 aT(한국농수산식품유통공사)가 운영하는 농산물 가격·유통 정보 제공 플랫폼입니다. <br/>전국 도매시장, 소매시장 등에서 수집한 실시간 가격과 수급 동향을 공개해 농업인, 유통업자, 소비자가 합리적으로 의사결정을 할 수 있도록 지원합니다. <br/>또한 품목별 산지·도매·소매 가격, 주간·월간 동향, 기상 및 수급 전망 등 다양한 정보를 제공하여 농산물 유통의 투명성과 예측 가능성을 높이고, 정책 수립에도 활용됩니다",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,10054,https://www.data.go.kr/data/15050367/fileData.do,N,N,농축수산,15050367,https://www.data.go.kr/data/15050367/fileData.do,시나리오3_스마트교통_대중교통위치,15265
15025526,FILE,국토교통부_표준노드링크,국토교통부_표준노드링크_20210713,교통물류 - 도로,1613000,국토교통부,디지털도로팀,`0448624792,-,-,수시,-,기타,1,SHP,"지능형교통체계,교통기반정보,노드링크,도로연결정보,도로망 구성,링크속성",8712,2019-07-19,2025-06-24,-,기관자체에서 다운로드(제공데이터URL기재),"교통정보 교환을 위한 교통정보 네트워크의 국가표준단위인 표준 노드/링크는 전국 도로망을 구성하는 기본 구조로, 실시간 교통정보의 원활한 교환과 통합을 가능하게 합니다. 국토교통부는 이 표준체계를 통해 ITS(지능형교통체계) 간 호환성과 연계성을 확보하고, 다양한 기관 및 시스템 간의 정보 공유와 공동 활용을 촉진합니다. 이를 통해 도로, 교차로, 구간별 교통 흐름 정보를 일관되게 제공할 수 있으며, 내비게이션, 교통정보 앱, 관제 시스템 등 다양한 플랫폼에서 정확하고 통합된 정보를 국민에게 전달함으로써 실시간 정보 제공의 효율성과 이용자의 편의성을 높이고 있습니다.","[공간데이터(SHP)파일 데이터 이기 때문에 QGIS, ArcGIS 등 공간정보 소프트웨어를 이용하셔야 합니다.",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,35630,https://www.data.go.kr/data/15025526/fileData.do,N,N,교통물류,15025526,https://www.data.go.kr/data/15025526/fileData.do,시나리오3_스마트교통_대중교통위치,8712
15108268,FILE,한국전력거래소_시간별 제주 태양광 풍력 제어량 및 제어횟수,한국전력거래소_시간별 제주 태양광 풍력 제어량 및 제어횟수_20240630,산업고용 - 에너지및자원개발,B552115,한국전력거래소,정보기술처,`0613308712,-,제주본부,수시,-,텍스트,3,csv,"제주,재생에너지,제어량,제어대상 설비,차단시점 발전량",6783,2022-11-22,2025-06-11,-,공공데이터포털에서 다운로드(원문파일등록),"ㅇ 한국전력거래소는 전력을 생산하는 발전사업자, 전력을 수요지까지 전달하는 송배전사업자, 전력을 구매하여 판매하는 판매사업자, 전력을 사용하는 소비자 등으로 구성되는 전력시장에서 전력의 판매 및 구매 활동을 실시간으로 운영, 감시하는 ""전력시장 운영 업무""와 전력 수요에 맞춰 전력 생산량을 결정하고 이를 안정적으로 수요지에 공급되도록 하는 ""전력계통 운영 업무""등을 전담하고 있습니다.<br/>ㅇ 해당목록은 24년6월30일까지의 제주 태양광 제어횟수, 제주 풍력 제어량 및 제어횟수 데이터입니다. <br/>* 단위 : 건, MWh<br/>※발전제어량은 제어대상 설비의 차단시점 발전량을 차단시간으로 환산한 값으로 기상상황, 지리적 위치, 설비의 성능에 따라 유동적이므로 단순 참고 사항임을 알려드립니다.<br/>※태양광 제어량은 별도 산정하고 있지 않습니다.<br/>※날짜가 비어있는 부분은 데이터 누락이 아닌 제어가 발생하지 않은 것입니다.<br/>※24년 6월의 경우 풍력은 출력제어가 발생하지 않았습니다.",태양광 제어량은 별도 산정하고 있지 않습니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,16346,https://www.data.go.kr/data/15108268/fileData.do,N,N,산업고용,15108268,https://www.data.go.kr/data/15108268/fileData.do,시나리오3_스마트교통_대중교통위치,6783
15066355,FILE,인천국제공항공사_화물기 동계 정기운항편 도착,인천국제공항공사_화물기 동계 정기운항편 도착_20181108,교통물류 - 항공·공항,B551177,인천국제공항공사,인프라DX팀,`0327417084,-,-,수시,-,텍스트,1,csv,"정기운항,화물,동계,도착,운항정보",6743,2020-09-22,2025-09-03,-,공공데이터포털에서 다운로드(원문파일등록),"인천국제공항공사에서 제공하는 화물기 정기운항편 도착정보입니다. 해당 데이터는 동계 시즌에 대한 데이터를 제공하고 있습니다. 본 데이터는 인천국제공항에 도착하는 화물기의 상세 운항 정보를 종합적으로 제공하고 있으며,인천국제공항에 도착하는 동계 화물기의 운항요일,항공사,운항편명,예정시각,출발지,시작일자,종료일자에 대한 정기운항 정보를 제공하고 있습니다. 운항요일,항공사,출발지에 대한 정보는 국문·영문·중문·일문으로 제공하고 있어 다국어로 데이터를 확인하실 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,6223,https://www.data.go.kr/data/15066355/fileData.do,N,N,교통물류,15066355,https://www.data.go.kr/data/15066355/fileData.do,시나리오3_스마트교통_대중교통위치,6743
